,location,size,total_sqft,bath,price,bhk,price_per_sqft
8272,Rajiv Nagar,2 BHK,1309,2,80,2,6111.535523
8273,other,3 BHK,2251,4,370,3,16437.13905
8274,7th Phase JP Nagar,2 BHK,1050,2,77,2,7333.333333
8275,Kanakpura Road,3 BHK,1100,3,53,3,4818.181818
8276,Sanjay nagar,3 Bedroom,2400,3,310,3,12916.66667
8277,Begur Road,3 BHK,1565,2,56.34,3,3600
8278,other,2 BHK,940,2,56,2,5957.446809
8279,other,2 BHK,1015,2,40.1,2,3950.738916
8280,BTM 2nd Stage,3 Bedroom,2400,2,360,3,15000
8281,Electronic City,3 BHK,1652,3,110,3,6658.595642
8282,Whitefield,2 BHK,1100,2,52,2,4727.272727
8283,Rajiv Nagar,4 BHK,2340,4,145,4,6196.581197
8284,Koramangala,2 BHK,1084,2,179,2,16512.91513
8285,Kammanahalli,2 Bedroom,1200,1,81,2,6750
8286,other,3 BHK,1400,3,69,3,4928.571429
8287,HBR Layout,4 Bedroom,2400,5,320,4,13333.33333
8288,Electronic City Phase II,2 BHK,1020,2,27.43,2,2689.215686
8289,Whitefield,2 BHK,1267,2,90.33,2,7129.439621
8290,Bhoganhalli,4 BHK,2439,4,185,4,7585.075851
8291,other,3 BHK,1645,3,95,3,5775.075988
8292,Sahakara Nagar,3 BHK,1100,2,75,3,6818.181818
8293,Electronic City,3 BHK,1320,2,38.12,3,2887.878788
8294,Ananth Nagar,2 BHK,1000,2,29.7,2,2970
8295,Whitefield,4 Bedroom,5000,5,550,4,11000
8296,KR Puram,6 Bedroom,2500,6,58,6,2320
8297,Kengeri Satellite Town,2 Bedroom,2480,2,160,2,6451.612903
8298,Kalyan nagar,2 BHK,1086,2,44.5,2,4097.605893
8299,Kengeri,1 BHK,416,1,18,1,4326.923077
8300,Hennur Road,2 BHK,1066,2,52.23,2,4899.624765
8301,OMBR Layout,3 BHK,1730,3,93,3,5375.722543
8302,Balagere,2 BHK,1205,2,63.86,2,5299.585062
8303,Marathahalli,4 BHK,2500,5,175,4,7000
8304,Subramanyapura,2 BHK,960,2,55,2,5729.166667
8305,Haralur Road,3 BHK,1510,3,83.05,3,5500
8306,other,4 Bedroom,1600,4,90,4,5625
8307,Old Madras Road,3 Bedroom,2300,3,142,3,6173.913043
8308,other,2 BHK,1000,2,63,2,6300
8309,Poorna Pragna Layout,2 BHK,1160,2,46.39,2,3999.137931
8310,Hormavu,3 BHK,1553,2,58.23,3,3749.517064
8311,Frazer Town,4 BHK,3436,5,345,4,10040.74505
8312,Seegehalli,2 BHK,1134,2,45,2,3968.253968
8313,Nagasandra,4 Bedroom,600,4,80,4,13333.33333
8314,Horamavu Agara,5 Bedroom,2400,3,80,5,3333.333333
8315,Whitefield,4 Bedroom,2400,4,143,4,5958.333333
8316,other,2 BHK,1350,2,65,2,4814.814815
8317,Sarjapur,2 BHK,1032,2,42,2,4069.767442
8318,other,3 BHK,1998,3,117,3,5855.855856
8319,Murugeshpalya,2 BHK,1225,2,48,2,3918.367347
8320,Sarjapur  Road,2 BHK,1262,2,67,2,5309.033281
8321,Badavala Nagar,3 BHK,1842,3,115,3,6243.213898
8322,other,2 BHK,1300,2,60,2,4615.384615
8323,Kothannur,2 BHK,1070,2,38.6,2,3607.476636
8324,other,2 BHK,950,2,33,2,3473.684211
8325,Balagere,2 BHK,1012,2,53.58,2,5294.466403
8326,TC Palaya,2 Bedroom,1000,2,70,2,7000
8327,Kadugodi,2 BHK,1394,2,56,2,4017.216643
8328,Amruthahalli,3 BHK,1450,2,85,3,5862.068966
8329,Banaswadi,1 RK,527,1,35,1,6641.366224
8330,Sarjapur  Road,3 BHK,1693,3,125,3,7383.343178
8331,Thigalarapalya,4 BHK,3122,6,235,4,7527.226137
8332,Horamavu Agara,2 BHK,1000,2,46,2,4600
8333,Kogilu,2 BHK,952,2,49,2,5147.058824
8334,Malleshwaram,3 BHK,2050,4,270,3,13170.73171
8335,Kengeri,1 BHK,1200,1,14,1,1166.666667
8336,Mysore Road,3 BHK,1410,2,64,3,4539.007092
8337,Hebbal Kempapura,2 BHK,1400,2,108,2,7714.285714
8338,Chikka Tirupathi,4 Bedroom,3056,5,100,4,3272.251309
8339,Sarjapur  Road,3 BHK,1826,3,125,3,6845.564074
8340,Hosur Road,3 BHK,1689,3,103,3,6098.283008
8341,Bisuvanahalli,3 BHK,1075,2,31,3,2883.72093
8342,Bannerghatta Road,5 BHK,2500,4,1400,5,56000
8343,Hennur,2 BHK,960,2,48,2,5000
8344,Channasandra,2 BHK,808,2,40,2,4950.49505
8345,Kodichikkanahalli,2 BHK,907,2,38.5,2,4244.762955
8346,Uttarahalli,2 BHK,1300,2,55,2,4230.769231
8347,other,3 BHK,1804,3,150,3,8314.855876
8348,other,3 BHK,1350,3,81,3,6000
8349,Whitefield,3 BHK,1836,3,125,3,6808.278867
8350,other,2 BHK,826,2,36,2,4358.353511
8351,Hormavu,2 BHK,1200,2,68,2,5666.666667
8352,other,4 BHK,3000,3,300,4,10000
8353,Indira Nagar,4 Bedroom,2400,4,405,4,16875
8354,6th Phase JP Nagar,2 BHK,1460,2,80,2,5479.452055
8355,Hoskote,4 Bedroom,1200,4,140,4,11666.66667
8356,BTM 2nd Stage,2 BHK,965,2,56,2,5803.108808
8357,Kothannur,4 Bedroom,2000,4,95,4,4750
8358,Bhoganhalli,3 BHK,1395,2,70,3,5017.921147
8359,Sarjapur  Road,3 BHK,1660,3,116,3,6987.951807
8360,other,2 BHK,935,2,35,2,3743.315508
8361,other,2 BHK,1180,2,39,2,3305.084746
8362,Electronic City,2 BHK,1090,2,31.48,2,2888.073394
8363,Kanakpura Road,2 BHK,1204,2,82,2,6810.631229
8364,Thigalarapalya,3 BHK,2072,4,153,3,7384.169884
8365,Haralur Road,2 BHK,1056,2,65,2,6155.30303
8366,Hebbal,2 BHK,985,2,62,2,6294.416244
8367,Banashankari Stage V,3 BHK,1315,2,49,3,3726.235741
8368,KR Puram,2 BHK,734,2,22,2,2997.275204
8369,Kammanahalli,4 Bedroom,2900,4,200,4,6896.551724
8370,Yelahanka,3 BHK,2317,4,140,3,6042.296073
8371,Singasandra,1 Bedroom,600,1,45,1,7500
8372,other,4 Bedroom,2200,3,115,4,5227.272727
8373,Attibele,2 BHK,656,2,25,2,3810.97561
8374,Attibele,1 BHK,400,1,11.5,1,2875
8375,Yeshwanthpur,1 BHK,666,1,36.8,1,5525.525526
8376,Kadubeesanahalli,4 Bedroom,3293,5,425,4,12906.16459
8377,7th Phase JP Nagar,2 BHK,1174,2,47,2,4003.407155
8378,Budigere,2 BHK,1153,2,56.7,2,4917.606245
8379,Jalahalli,4 Bedroom,1000,4,90,4,9000
8380,Narayanapura,5 BHK,2400,5,85,5,3541.666667
8381,Marathahalli,2 BHK,957,2,47,2,4911.180773
8382,Banashankari Stage III,2 BHK,910,2,160,2,17582.41758
8383,Sarjapur  Road,2 BHK,1060,2,50,2,4716.981132
8384,Banashankari,2 BHK,1000,2,50,2,5000
8385,Kanakpura Road,3 BHK,1843,3,88,3,4774.823657
8386,Kanakpura Road,3 BHK,1150,2,40.25,3,3500
8387,Chandapura,3 BHK,1230,2,31.37,3,2550.406504
8388,Kodihalli,4 BHK,3197,5,335,4,10478.57366
8389,Kanakpura Road,3 BHK,1703,3,130,3,7633.587786
8390,Kaval Byrasandra,2 BHK,1125,2,41.5,2,3688.888889
8391,Battarahalli,3 BHK,1516,3,65,3,4287.598945
8392,Brookefield,2 BHK,1130,2,56,2,4955.752212
8393,Iblur Village,4 BHK,3596,5,279,4,7758.62069
8394,Hosa Road,3 BHK,1512,3,103,3,6812.169312
8395,Thanisandra,3 BHK,1491,3,88,3,5902.079142
8396,Cox Town,2 BHK,1250,2,95,2,7600
8397,Banashankari,3 BHK,1650,3,90.75,3,5500
8398,Raja Rajeshwari Nagar,2 BHK,1140,2,48.7,2,4271.929825
8399,other,4 Bedroom,1200,4,110,4,9166.666667
8400,Thanisandra,3 BHK,1881,3,95,3,5050.505051
8401,Kanakpura Road,3 BHK,1100,3,56.57,3,5142.727273
8402,Iblur Village,3 BHK,2666,4,200,3,7501.875469
8403,other,2 BHK,1500,2,50,2,3333.333333
8404,other,2 BHK,1217,2,164,2,13475.76007
8405,Whitefield,2 BHK,1197,2,50,2,4177.10944
8406,other,6 Bedroom,2400,4,170,6,7083.333333
8407,Gollarapalya Hosahalli,3 BHK,1345,3,60,3,4460.966543
8408,KR Puram,4 Bedroom,1200,4,100,4,8333.333333
8409,Bannerghatta Road,4 BHK,3230,5,165,4,5108.359133
8410,Banashankari Stage II,3 BHK,1260,2,95,3,7539.68254
8411,Sarjapur  Road,4 Bedroom,2750,5,240,4,8727.272727
8412,9th Phase JP Nagar,2 Bedroom,1200,2,80,2,6666.666667
8413,other,3 Bedroom,1650,3,52,3,3151.515152
8414,other,1 BHK,600,1,45,1,7500
8415,Uttarahalli,2 BHK,1025,2,35.88,2,3500.487805
8416,Hennur Road,2 BHK,973,2,56,2,5755.395683
8417,other,4 BHK,4110,4,590,4,14355.23114
8418,Rajaji Nagar,3 BHK,2533,3,425,3,16778.52349
8419,Balagere,2 BHK,1007,2,75,2,7447.864945
8420,Hosa Road,1 BHK,800,1,39.99,1,4998.75
8421,Sarjapur  Road,3 Bedroom,1830,3,119,3,6502.73224
8422,Nagavara,2 BHK,1077,2,50,2,4642.525534
8423,other,1 Bedroom,672,1,27,1,4017.857143
8424,other,3 Bedroom,1280,3,87,3,6796.875
8425,Electronics City Phase 1,2 BHK,865,2,40,2,4624.277457
8426,Kalena Agrahara,2 BHK,1000,2,33,2,3300
8427,CV Raman Nagar,2 BHK,1285,2,65,2,5058.365759
8428,Thanisandra,1 BHK,662,1,29,1,4380.664653
8429,Whitefield,5 Bedroom,2297,5,269,5,11710.9273
8430,Sarjapura - Attibele Road,5 Bedroom,3750,6,295,5,7866.666667
8431,other,3 BHK,1850,3,95,3,5135.135135
8432,Harlur,3 BHK,1754,3,132,3,7525.655644
8433,other,5 Bedroom,1200,4,150,5,12500
8434,1st Phase JP Nagar,5 Bedroom,2200,7,350,5,15909.09091
8435,other,3 BHK,1567,3,100,3,6381.620932
8436,Hoskote,3 BHK,1695,3,50,3,2949.852507
8437,other,2 Bedroom,360,2,40,2,11111.11111
8438,Bellandur,2 BHK,1150,2,69.44,2,6038.26087
8439,Akshaya Nagar,3 BHK,1690,3,85,3,5029.585799
8440,other,3 BHK,2350,3,210,3,8936.170213
8441,Karuna Nagar,2 BHK,1057,2,65,2,6149.479659
8442,Hebbal,2 BHK,1320,2,91,2,6893.939394
8443,Bhoganhalli,4 BHK,2119,4,111,4,5238.319962
8444,other,2 BHK,1125,2,48,2,4266.666667
8445,Kanakpura Road,3 BHK,2254,3,170,3,7542.147294
8446,Balagere,1 BHK,645,1,34.18,1,5299.224806
8447,Rachenahalli,2 BHK,1050,2,52.08,2,4960
8448,Panathur,2 BHK,1040,2,41.6,2,4000
8449,Sarjapur  Road,3 BHK,1700,3,194,3,11411.76471
8450,1st Block Jayanagar,3 BHK,1760,3,115,3,6534.090909
8451,Bellandur,3 BHK,1138,3,128,3,11247.80316
8452,Sarjapur  Road,2 BHK,984,2,45.91,2,4665.650407
8453,Raja Rajeshwari Nagar,2 BHK,1140,2,38.65,2,3390.350877
8454,Whitefield,3 BHK,3596,3,200,3,5561.735261
8455,other,3 BHK,1365,3,54,3,3956.043956
8456,other,1 BHK,560,1,19,1,3392.857143
8457,Vittasandra,2 BHK,1404,2,75,2,5341.880342
8458,Bellandur,4 BHK,1540,4,45,4,2922.077922
8459,Electronic City,3 BHK,1050,2,39,3,3714.285714
8460,other,4 Bedroom,360,4,37,4,10277.77778
8461,Rachenahalli,3 BHK,1550,3,72.5,3,4677.419355
8462,Yelahanka,3 BHK,1653,3,93,3,5626.134301
8463,Parappana Agrahara,2 BHK,1194,2,47,2,3936.348409
8464,other,3 BHK,1471,2,75,3,5098.5724
8465,Kanakpura Road,2 BHK,700,2,35,2,5000
8466,Kudlu Gate,2 BHK,812,2,38.25,2,4710.591133
8467,8th Phase JP Nagar,3 BHK,1504,2,83,3,5518.617021
8468,Mahadevpura,3 BHK,1450,3,75,3,5172.413793
8469,Kannamangala,2 BHK,957,2,54.5,2,5694.879833
8470,Attibele,1 BHK,460,1,13,1,2826.086957
8471,other,2 Bedroom,900,2,128,2,14222.22222
8472,7th Phase JP Nagar,2 BHK,1050,2,75,2,7142.857143
8473,Budigere,3 BHK,1820,3,85,3,4670.32967
8474,Varthur Road,2 BHK,1033,2,32,2,3097.773475
8475,Kumaraswami Layout,2 Bedroom,800,1,90,2,11250
8476,other,1 Bedroom,520,2,29,1,5576.923077
8477,OMBR Layout,2 BHK,1165,2,88.5,2,7596.566524
8478,Gottigere,2 BHK,1280,2,61,2,4765.625
8479,other,3 BHK,1950,3,230,3,11794.87179
8480,other,1 Bedroom,600,1,58,1,9666.666667
8481,Kanakpura Road,3 BHK,1550,3,65.1,3,4200
8482,Nagavarapalya,2 BHK,1392,2,130,2,9339.08046
8483,Jigani,3 BHK,1221,3,75,3,6142.506143
8484,other,1 BHK,1000,1,19,1,1900
8485,other,2 BHK,1300,2,60,2,4615.384615
8486,Hoskote,2 BHK,1065,2,31.5,2,2957.746479
8487,Yelahanka New Town,3 BHK,1209,2,65,3,5376.344086
8488,other,1 Bedroom,375,1,40,1,10666.66667
8489,other,3 Bedroom,7800,3,2000,3,25641.02564
8490,Sarjapur  Road,3 BHK,1929,4,101,3,5235.87351
8491,Hennur Road,2 BHK,1255,2,84,2,6693.227092
8492,Jalahalli,2 BHK,1035,2,31.05,2,3000
8493,other,4 Bedroom,1200,5,270,4,22500
8494,Banashankari,3 BHK,1650,3,101,3,6121.212121
8495,Whitefield,3 BHK,1275,2,65,3,5098.039216
8496,Electronic City,2 BHK,1128,2,65.58,2,5813.829787
8497,Raja Rajeshwari Nagar,2 BHK,1140,2,38.55,2,3381.578947
8498,OMBR Layout,4 Bedroom,1200,4,200,4,16666.66667
8499,Thanisandra,2 BHK,1183,2,58.56,2,4950.126796
8500,Whitefield,2 BHK,1155,2,39,2,3376.623377
8501,Kengeri,3 BHK,1245,2,43.57,3,3499.598394
8502,Akshaya Nagar,2 BHK,1000,2,38,2,3800
8503,7th Phase JP Nagar,2 BHK,1040,2,75,2,7211.538462
8504,Ardendale,4 BHK,2062,3,140,4,6789.524733
8505,other,3 BHK,1477,2,75,3,5077.860528
8506,other,4 Bedroom,1050,3,85,4,8095.238095
8507,Sarjapur  Road,3 BHK,1525,2,65,3,4262.295082
8508,other,2 BHK,1220,2,65,2,5327.868852
8509,Hebbal,3 BHK,2388,3,195,3,8165.829146
8510,Electronic City,2 BHK,1355,2,97.6,2,7202.95203
8511,Whitefield,2 BHK,1141,2,62,2,5433.829974
8512,Vijayanagar,2 BHK,1046,2,49.06,2,4690.248566
8513,Bannerghatta Road,1 BHK,630,1,35,1,5555.555556
8514,Pattandur Agrahara,2 BHK,1247,2,62.35,2,5000
8515,Marathahalli,4 BHK,3855,4,220,4,5706.874189
8516,other,2 BHK,850,2,32.5,2,3823.529412
8517,KR Puram,2 BHK,1120,2,36,2,3214.285714
8518,HSR Layout,8 Bedroom,800,8,285,8,35625
8519,Jakkur,3 BHK,1798,3,110,3,6117.908788
8520,Bisuvanahalli,3 BHK,1180,2,45,3,3813.559322
8521,Kereguddadahalli,2 BHK,1000,2,34,2,3400
8522,Whitefield,2 BHK,1216,2,82,2,6743.421053
8523,Margondanahalli,2 Bedroom,900,2,65,2,7222.222222
8524,TC Palaya,2 Bedroom,1100,2,65,2,5909.090909
8525,Badavala Nagar,3 BHK,1842,3,115,3,6243.213898
8526,Bisuvanahalli,3 BHK,1075,2,43,3,4000
8527,Whitefield,2 BHK,1495,3,88,2,5886.287625
8528,Kanakpura Road,3 BHK,1700,3,120,3,7058.823529
8529,Whitefield,3 BHK,1564,3,103,3,6585.677749
8530,other,2 BHK,1256,2,65,2,5175.159236
8531,Kundalahalli,2 BHK,1047,2,89,2,8500.477555
8532,Bhoganhalli,3 BHK,1458,3,78.45,3,5380.658436
8533,Hoodi,2 BHK,1063,2,61.17,2,5754.468485
8534,other,4 BHK,7400,5,1850,4,25000
8535,Garudachar Palya,2 BHK,1150,2,52.5,2,4565.217391
8536,Chandapura,1 BHK,450,1,9,1,2000
8537,Ramamurthy Nagar,2 BHK,1360,2,45,2,3308.823529
8538,Marathahalli,3 BHK,1605,3,76,3,4735.202492
8539,Nagarbhavi,3 BHK,1200,4,205,3,17083.33333
8540,Haralur Road,3 BHK,1810,3,100,3,5524.861878
8541,LB Shastri Nagar,2 BHK,1250,2,48.5,2,3880
8542,Poorna Pragna Layout,3 BHK,1475,2,58.99,3,3999.322034
8543,R.T. Nagar,2 Bedroom,1100,3,125,2,11363.63636
8544,Dommasandra,2 BHK,850,2,25.4,2,2988.235294
8545,Electronic City Phase II,2 BHK,1025,2,26.65,2,2600
8546,Uttarahalli,2 BHK,980,2,45,2,4591.836735
8547,other,3 BHK,1428,2,70,3,4901.960784
8548,other,2 BHK,1130,2,74,2,6548.672566
8549,Kanakpura Road,3 BHK,1592,3,125,3,7851.758794
8550,JP Nagar,3 BHK,2050,3,82,3,4000
8551,other,2 BHK,1407,2,83.87,2,5960.909737
8552,Cunningham Road,3 BHK,4170,3,800,3,19184.65228
8553,Whitefield,3 BHK,1585,3,84,3,5299.684543
8554,Jakkur,3 BHK,1785,3,130,3,7282.913165
8555,other,2 BHK,900,2,45,2,5000
8556,other,4 Bedroom,1350,4,160,4,11851.85185
8557,Kanakpura Road,3 BHK,1843,3,96.2,3,5219.750407
8558,other,4 BHK,2375,3,260,4,10947.36842
8559,other,2 BHK,1200,2,67,2,5583.333333
8560,Akshaya Nagar,2 BHK,1113,2,52,2,4672.057502
8561,Uttarahalli,2 BHK,1125,2,47,2,4177.777778
8562,Whitefield,3 Bedroom,1200,3,56,3,4666.666667
8563,Anekal,3 BHK,1150,3,45,3,3913.043478
8564,Yeshwanthpur,2 BHK,770,1,70,2,9090.909091
8565,Kodichikkanahalli,2 BHK,1181,2,57,2,4826.41829
8566,Kanakpura Road,3 BHK,1550,3,64.7,3,4174.193548
8567,1st Phase JP Nagar,2 BHK,1200,2,86,2,7166.666667
8568,Raja Rajeshwari Nagar,2 BHK,1295,2,55.47,2,4283.397683
8569,Kenchenahalli,3 Bedroom,480,3,65,3,13541.66667
8570,Lingadheeranahalli,3 BHK,1506,3,95,3,6308.10093
8571,other,3 BHK,1872,3,152,3,8119.65812
8572,Sarjapur  Road,4 BHK,2900,4,240,4,8275.862069
8573,Abbigere,3 BHK,1326,2,35,3,2639.517345
8574,Talaghattapura,2 BHK,1040,2,33.28,2,3200
8575,other,5 Bedroom,1200,5,90,5,7500
8576,Hennur,2 BHK,1020,2,48,2,4705.882353
8577,other,3 BHK,1400,3,90,3,6428.571429
8578,Neeladri Nagar,10 BHK,4000,12,160,10,4000
8579,other,1 Bedroom,812,1,26,1,3201.970443
8580,Vidyaranyapura,2 BHK,1100,2,54,2,4909.090909
8581,other,2 BHK,829,2,22.8,2,2750.301568
8582,Vijayanagar,5 Bedroom,750,4,95,5,12666.66667
8583,Sanjay nagar,4 Bedroom,2700,4,350,4,12962.96296
8584,Kanakpura Road,3 BHK,1500,3,72.99,3,4866
8585,Ananth Nagar,2 BHK,850,2,25.99,2,3057.647059
8586,Kaval Byrasandra,2 BHK,1180,2,60,2,5084.745763
8587,Cunningham Road,4 BHK,5108,5,995,4,19479.24824
8588,Thigalarapalya,3 BHK,2215,4,150,3,6772.009029
8589,Channasandra,2 BHK,1010,2,36,2,3564.356436
8590,Marathahalli,2 BHK,1350,2,60,2,4444.444444
8591,Talaghattapura,2 BHK,1100,2,50,2,4545.454545
8592,Kanakpura Road,3 BHK,1450,2,62.93,3,4340
8593,Raja Rajeshwari Nagar,2 BHK,1133,2,40,2,3530.450132
8594,Thanisandra,3 BHK,1564,3,100,3,6393.861893
8595,Doddaballapur,2 Bedroom,640,1,10.5,2,1640.625
8596,Thigalarapalya,3 BHK,2072,4,157,3,7577.220077
8597,Rajaji Nagar,2 Bedroom,432,2,65,2,15046.2963
8598,Kanakapura,3 BHK,1460,2,51.1,3,3500
8599,other,1 BHK,600,2,35,1,5833.333333
8600,Rachenahalli,2 BHK,1050,2,52.07,2,4959.047619
8601,other,2 BHK,700,2,35,2,5000
8602,TC Palaya,3 Bedroom,1200,3,66,3,5500
8603,Yelahanka,1 BHK,654,1,38,1,5810.397554
8604,other,2 BHK,1105,2,50,2,4524.886878
8605,Hebbal Kempapura,3 BHK,1800,3,150,3,8333.333333
8606,Yelachenahalli,2 Bedroom,1200,2,160,2,13333.33333
8607,Kogilu,1 BHK,700,1,30.84,1,4405.714286
8608,other,2 BHK,1000,2,51,2,5100
8609,HSR Layout,5 Bedroom,3500,5,350,5,10000
8610,other,3 BHK,1240,2,63,3,5080.645161
8611,Bellandur,2 BHK,1200,2,45,2,3750
8612,Yelahanka New Town,3 BHK,1400,2,80,3,5714.285714
8613,other,3 BHK,1393,3,54,3,3876.525485
8614,Whitefield,2 BHK,1140,2,50,2,4385.964912
8615,Sahakara Nagar,5 Bedroom,1000,5,130,5,13000
8616,other,3 BHK,1640,3,70,3,4268.292683
8617,other,2 Bedroom,1200,2,62,2,5166.666667
8618,Rajaji Nagar,2 BHK,720,2,65,2,9027.777778
8619,Yelenahalli,3 BHK,1650,3,68,3,4121.212121
8620,Nagavara,4 BHK,2496,4,125,4,5008.012821
8621,9th Phase JP Nagar,2 BHK,905,2,32,2,3535.911602
8622,HAL 2nd Stage,3 BHK,1600,3,125,3,7812.5
8623,Chikkalasandra,2 BHK,1070,2,45.48,2,4250.46729
8624,other,4 Bedroom,8400,5,1675,4,19940.47619
8625,Koramangala,2 BHK,1200,2,100,2,8333.333333
8626,Indira Nagar,5 Bedroom,1800,5,350,5,19444.44444
8627,8th Phase JP Nagar,4 Bedroom,2600,4,115,4,4423.076923
8628,Old Airport Road,2 BHK,1145,2,75,2,6550.218341
8629,other,3 BHK,1495,3,55,3,3678.929766
8630,other,3 Bedroom,1200,2,300,3,25000
8631,other,3 BHK,1400,3,53,3,3785.714286
8632,Whitefield,3 BHK,1558,3,90,3,5776.636714
8633,Balagere,2 BHK,1007,2,53,2,5263.157895
8634,Ananth Nagar,2 BHK,902,2,25.26,2,2800.443459
8635,other,2 BHK,1054,2,53,2,5028.462998
8636,Uttarahalli,3 BHK,1135,2,39.73,3,3500.440529
8637,Gollarapalya Hosahalli,2 BHK,996,2,49,2,4919.678715
8638,other,2 BHK,1275,2,47,2,3686.27451
8639,NRI Layout,2 Bedroom,1250,2,75,2,6000
8640,Hennur,4 BHK,2502,4,170,4,6794.564349
8641,other,2 BHK,1394,2,52,2,3730.272597
8642,Haralur Road,2 BHK,1243,2,46,2,3700.724055
8643,Whitefield,2 BHK,1216,2,75,2,6167.763158
8644,other,2 BHK,1075,2,57,2,5302.325581
8645,Indira Nagar,3 BHK,1500,3,120,3,8000
8646,Rayasandra,4 BHK,1708,3,76,4,4449.648712
8647,Whitefield,3 Bedroom,1500,3,250,3,16666.66667
8648,other,3 BHK,1800,4,115,3,6388.888889
8649,Harlur,2 BHK,1532,2,65,2,4242.819843
8650,Hosa Road,3 BHK,1726,3,81.99,3,4750.289687
8651,other,2 BHK,1220,2,54.89,2,4499.180328
8652,Chikkalasandra,2 BHK,1100,2,50,2,4545.454545
8653,Electronics City Phase 1,3 BHK,1530,3,40,3,2614.379085
8654,Hosa Road,2 BHK,840,2,28,2,3333.333333
8655,Bommanahalli,3 BHK,1250,4,39,3,3120
8656,CV Raman Nagar,2 BHK,1030,2,35,2,3398.058252
8657,other,3 BHK,1499,3,89,3,5937.291528
8658,other,3 BHK,1280,2,55,3,4296.875
8659,Munnekollal,2 BHK,1170,2,59,2,5042.735043
8660,Chikka Tirupathi,3 Bedroom,2646,3,99,3,3741.496599
8661,other,2 BHK,1161,2,36.69,2,3160.206718
8662,Yelahanka,2 Bedroom,1633,2,72,2,4409.063074
8663,other,2 BHK,1050,2,65,2,6190.47619
8664,Hennur Road,4 Bedroom,1650,5,309,4,18727.27273
8665,Varthur Road,1 BHK,552.5,1,13.26,1,2400
8666,Attibele,1 BHK,418,2,11.5,1,2751.196172
8667,other,2 BHK,905,2,50,2,5524.861878
8668,Raja Rajeshwari Nagar,3 BHK,1510,2,55,3,3642.384106
8669,Chikkalasandra,3 BHK,1390,2,60.47,3,4350.359712
8670,Kasturi Nagar,2 BHK,1101,2,66,2,5994.550409
8671,other,4 BHK,2736,4,130,4,4751.461988
8672,EPIP Zone,3 BHK,2350,4,163,3,6936.170213
8673,other,2 BHK,1056,2,55,2,5208.333333
8674,Kanakpura Road,3 BHK,1425,2,49.88,3,3500.350877
8675,Electronics City Phase 1,3 BHK,1450,3,70,3,4827.586207
8676,Pai Layout,2 BHK,1000,2,34,2,3400
8677,Haralur Road,1 BHK,575,1,38,1,6608.695652
8678,Uttarahalli,3 BHK,1350,2,47.24,3,3499.259259
8679,Kanakpura Road,3 Bedroom,2000,2,180,3,9000
8680,other,3 BHK,1770,3,90,3,5084.745763
8681,other,3 BHK,3155,3,315,3,9984.152139
8682,Anandapura,2 Bedroom,616,3,45,2,7305.194805
8683,JP Nagar,1 BHK,745,1,34.27,1,4600
8684,other,7 Bedroom,6500,7,104,7,1600
8685,HAL 2nd Stage,4 Bedroom,2400,4,650,4,27083.33333
8686,Kudlu Gate,2 BHK,1547,2,103,2,6658.047835
8687,Panathur,3 BHK,1713,3,120,3,7005.25394
8688,Sarjapur,4 Bedroom,3300,4,430,4,13030.30303
8689,Mahalakshmi Layout,8 Bedroom,1135,4,190,8,16740.08811
8690,Yeshwanthpur,3 BHK,1856,4,180,3,9698.275862
8691,other,2 BHK,1152,2,57,2,4947.916667
8692,Dodda Nekkundi,2 BHK,1100,2,46.75,2,4250
8693,Narayanapura,3 BHK,2357,3,135,3,5727.619856
8694,Akshaya Nagar,3 BHK,1820,4,95,3,5219.78022
8695,Kannamangala,3 BHK,1865,3,139,3,7453.08311
8696,Kanakpura Road,2 BHK,1240,2,65,2,5241.935484
8697,Padmanabhanagar,3 BHK,1360,3,75,3,5514.705882
8698,ISRO Layout,4 Bedroom,4200,4,255,4,6071.428571
8699,Electronics City Phase 1,3 BHK,1450,2,63.51,3,4380
8700,Budigere,2 BHK,1139,2,72,2,6321.334504
8701,Begur Road,3 BHK,1565,2,56,3,3578.27476
8702,Anjanapura,3 Bedroom,1200,3,165,3,13750
8703,other,4 Bedroom,600,4,77,4,12833.33333
8704,other,2 BHK,1200,2,39,2,3250
8705,Yeshwanthpur,3 BHK,1855,3,140,3,7547.169811
8706,Margondanahalli,2 Bedroom,1100,2,55,2,5000
8707,other,3 BHK,1350,2,65,3,4814.814815
8708,Old Madras Road,3 BHK,2266,3,207,3,9135.039718
8709,Hosur Road,1 BHK,660,1,23,1,3484.848485
8710,Kodihalli,2 BHK,1490,2,150,2,10067.11409
8711,Kambipura,3 BHK,1083,2,48,3,4432.132964
8712,Hennur Road,2 BHK,1232,2,83,2,6737.012987
8713,Raja Rajeshwari Nagar,3 BHK,1550,3,86.8,3,5600
8714,Whitefield,2 BHK,1227,2,70,2,5704.971475
8715,Sarjapur  Road,2 BHK,1059,2,68,2,6421.15203
8716,Electronic City Phase II,2 BHK,545,1,29,2,5321.100917
8717,Mahadevpura,2 BHK,1152,2,54,2,4687.5
8718,Kenchenahalli,2 BHK,870,1,45,2,5172.413793
8719,Panathur,2 BHK,1210,2,78,2,6446.280992
8720,Thanisandra,1 BHK,663,1,46.1,1,6953.242836
8721,other,3 BHK,1464,2,135,3,9221.311475
8722,Kadubeesanahalli,3 BHK,1365,3,80,3,5860.805861
